suggested_element,score,text,file,line,source,p_uicontrol,p_filepath,p_codeph,choice,context
codeph,0.972,iframe,topics/webauthor-integrate-with-another-app.dita,89,any/emphasis,0.327,0.240,0.972,codeph,It is possible to experience problems if the [[iframe]] is hidden while loading using display: none. You can use visibility: hidden for the same purpose.
codeph,0.971,filterElementValues,topics/dg-author-content-completion-handler.dita,108,codeph/identifier,0.168,0.090,0.971,codeph,The elements or attributes values can be filtered using the [[filterElementValues]] or filterAttributeValues methods.
codeph,0.971,AuthorBreadCrumbCustomizer,topics/author-editing-markup.dita,147,any/emphasis,0.240,0.207,0.971,codeph,The tag names displayed in the breadcrumb can be customized with an Author mode extension class that implements the [[AuthorBreadCrumbCustomizer]] API. See the Oxygen SDK for more details.
codeph,0.970,AuthorComponentFactory.getPluginToolbarCustomizers(),topics/author-component-plugins.dita,21,codeph/call,0.069,0.086,0.970,codeph,"In the class that instantiates the AuthorComponentFactory (for example the ro.sync.ecss.samples.AuthorComponentSample class), call the methods [[AuthorComponentFactory.getPluginToolbarCustomizers()]], AuthorComponentFactory.getPluginViewCustomizers(), and AuthorComponentFactory.getMenubarCustomizers(), obtain the customizers that have been added by the plugins and call them to obtain the custom sw"
codeph,0.970,-q,topics/uninstall-application.dita,68,any/emphasis,0.085,0.059,0.970,codeph,Run the uninstaller executable from a command line with the [[-q]] parameter. Windows - The uninstaller executable is called uninstall.exe and is located in the Oxygen installation directory. Linux - The uninstaller executable is called uninstall and is located in the Oxygen installation directory. 
codeph,0.970,left,topics/ch_css_extensions.dita,107,any/emphasis,0.381,0.210,0.970,codeph,"[[left]] || -oxy-changebar-placement | This property determines where, relative to the column areas, the change bars will occur. | start | end | left | right | inside | outside | alternate | initial | unset | yes"
codeph,0.968,"boolean copyAttributeOnSplit(String attrQName, AuthorElement element)",topics/unique_attributes_recognizer.dita,27,any/emphasis,0.102,0.142,0.968,codeph,"Avoiding copying unique attributes when ""Split"" is called inside an element - You can split the current block element by pressing the ""Enter"" key and then choosing ""Split"". This is a very useful way to create new paragraphs, for example. All attributes are by default copied on the new element but if those attributes are IDs you sometimes want to avoid creating validation errors in the editor. Impl"
codeph,0.968,left,topics/ch_css_extensions.dita,105,any/emphasis,0.310,0.189,0.968,codeph,"start | end | [[left]] | right | inside | outside | alternate | initial | unset || -oxy-changebar-placement | This property determines where, relative to the column areas, the change bars will occur. | left | yes"
codeph,0.968,org.apache.tools.ant.listener.ProfileLogger,topics/transformation-takes-too-long.dita,39,codeph/identifier,0.340,0.150,0.968,codeph,"You can enable some logging to help you determine which stage in the process is taking a long time. Edit the transformation scenario and in the Advanced tab, enter logger [[org.apache.tools.ant.listener.ProfileLogger]] in the Additional arguments field. Then go to Options Preferences DITA Logging and select Always for the Show console output option."
codeph,0.968,endElement,topics/dg-XPointerElementLocator-implem.dita,188,codeph/identifier,0.117,0.128,0.968,codeph,The method [[endElement]] will be invoked at the end of every element in the XML document (even when the element is empty).
codeph,0.968,IDTypeVerifier.hasIDType,topics/dg-IDElementLocator-implem.dita,20,any/emphasis,0.037,0.116,0.968,codeph,The attribute type is checked with the help of the method [[IDTypeVerifier.hasIDType]].
codeph,0.967,simple.documentation.framework.TableCellSpanProvider,topics/dg-table-cell-spanning-provider.dita,28,codeph/identifier,0.069,0.308,0.967,codeph,Create the class [[simple.documentation.framework.TableCellSpanProvider]]. This class must implement the ro.sync.ecss.extensions.api.AuthorTableCellSpanProvider interface.
codeph,0.967,ro.sync.ecss.extensions.api.ExtensionsBundle.createAuthorExternalObjectInsertionHandler(),topics/dg-drop-paste-handler.dita,39,codeph/call,0.075,0.108,0.967,codeph,"Otherwise, you can configure an extensions bundle, then return the AuthorExternalObjectInsertionHandler implementation using the [[ro.sync.ecss.extensions.api.ExtensionsBundle.createAuthorExternalObjectInsertionHandler()]] method."
codeph,0.967,webhelp.fragment.after.main.page.search,reusables/topics/reusables-webhelp-output-parameters.dita,466,codeph/identifier,0.282,0.263,0.967,codeph,[[webhelp.fragment.after.main.page.search]] (deprecated) || This parameter is deprecated. Use webhelp.fragment.after.search.input.main.page instead.
codeph,0.967,ro.sync.ecss.extensions.api.ExtensionsBundle.getAuthorActionEventHandler(),topics/author-action-event-handler.dita,29,codeph/call,0.050,0.116,0.967,codeph,"If you have configured an extensions bundle, you can return the AuthorActionEventHandler implementation using the [[ro.sync.ecss.extensions.api.ExtensionsBundle.getAuthorActionEventHandler()]] method."
codeph,0.967,"assignUniqueIDs(int startOffset, int endOffset)",topics/unique_attributes_recognizer.dita,22,any/emphasis,0.083,0.123,0.967,codeph,"Automatic ID generation - You can automatically generate unique IDs for newly inserted elements. Implementations are already available for the DITA and DocBook frameworks. The following methods can be implemented to accomplish this: [[assignUniqueIDs(int startOffset, int endOffset)]], isAutoIDGenerationActive()"
codeph,0.966,ro.sync.ecss.extensions.api.ExtensionsBundle.getAuthorImageDecorator(),topics/author-image-decorator.dita,26,codeph/call,0.058,0.116,0.966,codeph,"If you have configured an extensions bundle, you can return the AuthorImageDecorator implementation using the [[ro.sync.ecss.extensions.api.ExtensionsBundle.getAuthorImageDecorator()]] method."
codeph,0.966,root(),topics/custom_operation_sample.dita,223,codeph/call,0.483,0.423,0.966,codeph,get-content-before-[[root()]] - Returns the content before root as xs:string.
codeph,0.966,ro.sync.xml.transformer.xproc.api.XProcTransformerInterface,topics/xproc-API-external-engine.dita,58,codeph/identifier,0.084,0.249,0.966,codeph,class - The complete name of the class that implements [[ro.sync.xml.transformer.xproc.api.XProcTransformerInterface]].
codeph,0.966,webhelp.fragment.before.main.page.search,reusables/topics/reusables-webhelp-output-parameters.dita,566,codeph/identifier,0.301,0.273,0.966,codeph,[[webhelp.fragment.before.main.page.search]] (deprecated) || This parameter is deprecated. Use webhelp.fragment.before.search.input.main.page instead.
codeph,0.966,AuthorComponentFactory.getMenubarCustomizers(),topics/author-component-plugins.dita,21,codeph/call,0.111,0.075,0.966,codeph,"In the class that instantiates the AuthorComponentFactory (for example the ro.sync.ecss.samples.AuthorComponentSample class), call the methods AuthorComponentFactory.getPluginToolbarCustomizers(), AuthorComponentFactory.getPluginViewCustomizers(), and [[AuthorComponentFactory.getMenubarCustomizers()]], obtain the customizers that have been added by the plugins and call them to obtain the custom sw"
codeph,0.966,xs:date,reusables/topics/reusables-editing-documents.dita,1751,codeph/qname,0.160,0.163,0.966,codeph,"Date - Default date and time formats from the local OS are accepted (such as short, medium, long, full, [[xs:date]], and xs:dateTime)."
codeph,0.965,ro.sync.ecss.extensions.api.ExtensionsBundle.getAuthorSchemaAwareEditingHandlerAdapter(),topics/dg-author-schema-aware-editing-handler.dita,39,codeph/call,0.073,0.136,0.965,codeph,"To instruct to use this newly created implementation, configure an extensions bundle and return the AuthorSchemaAwareEditingHandlerAdapter implementation using the [[ro.sync.ecss.extensions.api.ExtensionsBundle.getAuthorSchemaAwareEditingHandlerAdapter()]] method."
codeph,0.965,getElementLocator,topics/dg-DefaultElementLocatorProvider-implem.dita,14,codeph/identifier,0.158,0.187,0.965,codeph,"The method [[getElementLocator]] determines what ElementLocator should be used. In the default implementation, it checks if the link is an XPointer element() scheme. Otherwise, it assumes it is an ID. A non-null IDTypeVerifier will always be provided if a schema is associated with the document type."
codeph,0.965,filterAttributes,topics/dg-author-content-completion-handler.dita,32,codeph/identifier,0.123,0.122,0.965,codeph,"You can implement the various callbacks of the interface either by returning the default values given by or by contributing to the list of proposals. The filter can be applied on elements, attributes or on their values. Attributes filtering can be implemented using the [[filterAttributes]] method and changing the default content completion list of ro.sync.contentcompletion.xml.CIAttribute for the "
codeph,0.965,copyAttributeOnSplit,topics/unique_attributes_recognizer.dita,27,codeph/identifier,0.115,0.171,0.965,codeph,"Avoiding copying unique attributes when ""Split"" is called inside an element - You can split the current block element by pressing the ""Enter"" key and then choosing ""Split"". This is a very useful way to create new paragraphs, for example. All attributes are by default copied on the new element but if those attributes are IDs you sometimes want to avoid creating validation errors in the editor. Impl"
codeph,0.965,javax.xml.transform.Transformer,topics/api-faq-transform.dita,13,codeph/identifier,0.080,0.126,0.965,codeph,"The API class ro.sync.exml.workspace.api.util.XMLUtilAccess allows you to create an XSLT Transformer that implements the JAXP interface [[javax.xml.transform.Transformer]]. Then this type of transformer can be used to transform XML. Here's just an example of transforming when you have an AuthorAccess API available: InputSource is = new org.xml.sax.InputSource (URLUtil.correct(new File(""test/person"
codeph,0.965,ro.sync.ecss.extensions.api.ExtensionsBundle.createEditPropertiesHandler(),topics/edit-properties-handler.dita,27,codeph/call,0.058,0.117,0.965,codeph,"If you have configured an extensions bundle, you can return the EditPropertiesHandler implementation using the [[ro.sync.ecss.extensions.api.ExtensionsBundle.createEditPropertiesHandler()]] method."
codeph,0.964,super.init(),topics/webapp-create-plugin-config-page.dita,50,codeph/call,0.046,0.184,0.964,codeph,"Override the init method to set some defaults for your options and make sure you call [[super.init()]]. Otherwise, options will not be saved to disk and will be lost when you restart the application."
codeph,0.964,com.sun.java.accessibility.AccessBridge,topics/custom-system-properties.dita,86,codeph/identifier,0.156,0.140,0.964,codeph,"Purpose: System property that can be set to true to force the default detection of java accessibility. If [[com.sun.java.accessibility.AccessBridge]] cannot be loaded, forces the Java accessibility to be disabled."
codeph,0.964,simple.documentation.framework.TableCellSepProvider,topics/dg-table-rowsep-colsep-provider.dita,26,codeph/identifier,0.055,0.313,0.964,codeph,Create the class [[simple.documentation.framework.TableCellSepProvider]]. This class must implement the ro.sync.ecss.extensions.api.AuthorTableCellSepProvider interface.
codeph,0.963,429,topics/wa-rate-limit-filter.dita,77,any/emphasis,0.109,0.207,0.963,codeph,The status code to return when a request is dropped. Default is [[429]]. || statusCode
codeph,0.963,init,topics/webapp-create-plugin-config-page.dita,50,any/emphasis,0.081,0.234,0.963,codeph,"Override the [[init]] method to set some defaults for your options and make sure you call super.init(). Otherwise, options will not be saved to disk and will be lost when you restart the application."
codeph,0.963,string(),topics/ch_css_functions.dita,46,codeph/call,0.126,0.104,0.963,codeph,[[string()]] || Retrieves the value of a string-set. The string() function is primarily intended to be used within Page-Margin Boxes (defined by the @page at-rule). See for use-cases.
codeph,0.963,ro.sync.exml.workspace.api.util.XMLUtilAccess,topics/api-faq-transform.dita,13,codeph/identifier,0.073,0.075,0.963,codeph,"The API class [[ro.sync.exml.workspace.api.util.XMLUtilAccess]] allows you to create an XSLT Transformer that implements the JAXP interface javax.xml.transform.Transformer. Then this type of transformer can be used to transform XML. Here's just an example of transforming when you have an AuthorAccess API available: InputSource is = new org.xml.sax.InputSource (URLUtil.correct(new File(""test/person"
codeph,0.963,xsl:template,topics/debug-templates-view.dita,21,codeph/qname,0.584,0.199,0.963,codeph,The [[xsl:template]] is the basic element for stylesheets transformation. The Templates view is only available during XSLT debugging sessions and shows all xsl:template instructions used by the transformation. 
codeph,0.963,-q,topics/eppo-installation-linux.dita,95,any/emphasis,0.151,0.099,0.963,codeph,"You can run the installation in unattended mode by running the installer from the command line with the [[-q]] parameter. By default, running the installer in unattended mode installs with the default options and does not overwrite existing files. You can change various options for the unattended installer using the installer command-line parameters."
codeph,0.963,-q,topics/eppo-installation-windows.dita,71,any/emphasis,0.151,0.099,0.963,codeph,"You can run the installation in unattended mode by running the installer from the command line with the [[-q]] parameter. By default, running the installer in unattended mode installs with the default options and does not overwrite existing files. You can change various options for the unattended installer using the installer command-line parameters."
codeph,0.963,WSAuthorEditorPageBase.getFullySelectedNode(),topics/api-faq-current-selected-node.dita,14,codeph/call,0.152,0.148,0.963,codeph,When an element is fully selected by the user the selection start and end offsets are actually outside of the node's offset bounds. So using AuthorDocumentController.getNodeAtOffset will actually return the parent of the selected node. A special API is available that makes it easier for you to determine this situation: [[WSAuthorEditorPageBase.getFullySelectedNode()]].
codeph,0.963,GeneralPluginContext class,topics/general-plugin.dita,31,any/emphasis,0.055,0.196,0.963,codeph,[[GeneralPluginContext class]] || Represents the context in which the general plugin extension does its processing. The getPluginWorkspace() method allows you access to the workspace of .
codeph,0.962,saveOptions,topics/webapp-create-plugin-config-page.dita,53,codeph/identifier,0.082,0.070,0.962,codeph,"Optionally, if you need to override any of the doPut/doDelete methods, make sure you call the [[saveOptions]] method at the end to save the options to disk."
codeph,0.962,yes,topics/dcpp_how_to_include_topic_sections_in_toc.dita,6,any/emphasis,0.295,0.310,0.962,codeph,"To include topic sections in the table of contents, set the args.css.param.numbering-sections transformation parameter to [[yes]]. In this case, they are numbered according the numbering scheme set by the args.css.param.numbering parameter."
codeph,0.962,java.net.URLStreamHandler,topics/howto-cms-plugin.dita,36,any/emphasis,0.102,0.152,0.962,codeph,"When Check Out is called, use the API to open your custom URLs (URLs created using your custom protocol). It is important to implement and use a Custom Protocol extension to be notified when the files are opened and saved and to be able to provide the content for the relative references the files may contain to . Your custom [[java.net.URLStreamHandler]] implementation checks out the resource cont"
codeph,0.962,DefaultElementLocatorProvider,topics/dg-DefaultElementLocatorProvider-implem.dita,7,any/emphasis,0.154,0.135,0.962,codeph,The [[DefaultElementLocatorProvider]] implementation is used by default to find link target references. It offers support for the most common types of links:
codeph,0.962,trackChanges,topics/webauthor-user-management-integration.dita,51,codeph/identifier,0.093,0.091,0.962,codeph,You can control whether or not the Change Tracking feature is enabled by setting the [[trackChanges]] property in a plugin (using the LoadingOptions type definition from the Workspace API).
codeph,0.962,com.oxygenxml.webhelp.xsl.createNavLinks.param,topics/whr-responsive-override-xslt-dita-xslt-import.dita,141,codeph/identifier,0.130,0.120,0.962,codeph,[[com.oxygenxml.webhelp.xsl.createNavLinks.param]] || Use this extension point to pass parameters to the stylesheet specified using the com.oxygenxml.webhelp.xsl.createNavLinks extension point.
codeph,0.961,getDisplayName,topics/dg-author-references-resolver.dita,60,codeph/identifier,0.108,0.121,0.961,codeph,"The method [[getDisplayName]] returns the display name of the node that contains the expanded referenced content. It takes AuthorNode as an argument that represents the node that needs the display name. The referenced content engine will ask this AuthorReferenceResolver implementation for the display name for each node that is considered a reference. In the following example, the display name is t"
codeph,0.961,keytool,reusables/topics/reusables-tools.dita,348,any/emphasis,0.117,0.198,0.961,codeph,"[Optional] If you created a Java Archive at the previous step, digitally sign the package. You will need a certificate signed by a trusted authority. To sign the JAR, you can either use the jarsigner command-line tool inside Oracle's Java Development Kit ([JDK_DIR]/bin/jarsigner.exe) or if you are working with Apache Ant, you can use the signjar task (a front for the jarsigner command-line tool). "
codeph,0.961,getArguments,topics/dg-step-by-step-example.dita,44,codeph/identifier,0.132,0.161,0.961,codeph,The [[getArguments]] method is used by when the action is configured. It returns the list of arguments (name and type) that are accepted by the operation.
codeph,0.961,com.oxygenxml.webhelp.xsl.createIndexTermsPage.param,topics/whr-responsive-override-xslt-dita-xslt-import.dita,155,codeph/identifier,0.156,0.130,0.961,codeph,[[com.oxygenxml.webhelp.xsl.createIndexTermsPage.param]] || Use this extension point to pass parameters to the stylesheet specified using the com.oxygenxml.webhelp.xsl.createIndexTermsPage extension point.
codeph,0.960,com.oxygenxml.examples.webdav.WebdavPluginConfigExtension,topics/webapp-create-plugin-config-page.dita,61,codeph/identifier,0.032,0.328,0.960,codeph,"For an implementation example, you can look at [[com.oxygenxml.examples.webdav.WebdavPluginConfigExtension]] in the web-author-webdav-plugin."
codeph,0.960,'1.0-ml',topics/xquery-marklogic-debugger-limitations.dita,10,any/emphasis,0.167,0.121,0.960,codeph,"For MarkLogic server versions 4.0 or newer, there are three XQuery syntaxes that are supported: '0.9-ml' (inherited from MarkLogic 3.2), [['1.0-ml']], and '1.0'."
codeph,0.960,docbook5,topics/scripting_oxygen_batch_converter.dita,70,any/emphasis,0.378,0.114,0.960,codeph,"The format of the output files. The possible values are: xhtml, dita, docbook4, [[docbook5]], json, yaml, or xml."
codeph,0.960,simple.documentation.framework.ReferencesResolver,topics/dg-author-references-resolver.dita,23,codeph/identifier,0.045,0.304,0.960,codeph,Create the class [[simple.documentation.framework.ReferencesResolver]]. This class must implement the ro.sync.ecss.extensions.api.AuthorReferenceResolver interface.
codeph,0.959,filterElements,topics/dg-author-content-completion-handler.dita,69,codeph/identifier,0.093,0.128,0.959,codeph,The elements that can be inserted in a specific context can be filtered using the [[filterElements]] method. The SDFSchemaManagerFilter uses this method to replace the td child element with the th element when header is the current context element.
codeph,0.959,MINITOC-BOTTOM-LINKS,topics/dcpp_table_of_contents_for_chapters.dita,9,any/emphasis,0.281,0.102,0.959,codeph,Set the args.chapter.layout transformation parameter to either of the following values: MINITOC or [[MINITOC-BOTTOM-LINKS]].
codeph,0.959,AuthorDocumentFragment.setSuggestedRelativeCaretOffset(int),reusables/topics/reusables-editor-variables.dita,134,codeph/call,0.083,0.102,0.959,codeph,"The ${caret} editor variable can be used for setting a fixed cursor position inside an XML fragment. To set the cursor position depending on the fragment inserted in the document, you can use AuthorDocumentFilter and inside the insertFragment(AuthorDocumentFilterBypass, int, AuthorDocumentFragment) method, use the [[AuthorDocumentFragment.setSuggestedRelativeCaretOffset(int)]] API on the given fra"
codeph,0.959,FATAL,topics/wa-disable-github-room-dump.dita,22,any/emphasis,0.129,0.121,0.959,codeph,"To disable the GitHub room dump, configure the log level of com.oxygenxml.webapp.ce.debug.DebuggableRoom to [[FATAL]] in the log4j.properties file. "
codeph,0.959,root(),topics/custom_operation_sample.dita,203,codeph/call,0.367,0.379,0.959,codeph,get-content-after-[[root()]] - Returns the content after root as xs:string.
codeph,0.959,xi:include,topics/including-document-parts-with-XInclude.dita,73,codeph/qname,0.124,0.196,0.959,codeph,The href attribute of the [[xi:include]] element specifies that the introduction.xml file will replace the xi:include element when the document is parsed.
codeph,0.959,targetNamespace,topics/xml-schema-diagram-schema-properties.dita,28,codeph/identifier,0.271,0.166,0.959,codeph,"By default, it displays the [[targetNamespace]] property when rendered."
codeph,0.959,avoid-page,topics/ch_standard_w3c_css_properties.dita,290,any/emphasis,0.439,0.234,0.959,codeph,[[avoid-page]] | avoid-column | avoid-region || break-inside | auto | avoid | initial | 
codeph,0.959,com.oxygenxml.editor.editors.author.AuthorDnDListener,topics/dg-author-dnd-listener.dita,32,codeph/identifier,0.058,0.136,0.959,codeph,[[com.oxygenxml.editor.editors.author.AuthorDnDListener]] || Receives callbacks from the Eclipse plugin for Drag And Drop in Author mode.
codeph,0.959,http://schemas.xmlsoap.org/soap/envelope/,topics/composing-web-service-calls.dita,66,any/emphasis,0.220,0.113,0.959,codeph,"Request Editor - It allows you to compose the web service request. When an action is selected, tries to generate as much content as possible for the SOAP request. The envelope of the SOAP request has the correct namespace for the selected SOAP version, that is [[http://schemas.xmlsoap.org/soap/envelope/]] for SOAP 1.1 or http://www.w3.org/2003/05/soap-envelope for SOAP 1.2. Usually you just have t"
codeph,0.959,com.oxygenxml.webhelp.xsl.createSearchPage.param,topics/whr-responsive-override-xslt-dita-xslt-import.dita,148,codeph/identifier,0.130,0.129,0.959,codeph,[[com.oxygenxml.webhelp.xsl.createSearchPage.param]] || Use this extension point to pass parameters to the stylesheet specified using the com.oxygenxml.webhelp.xsl.createSearchPage extension point.
codeph,0.959,border-collapse: separate,topics/ch_standard_w3c_css_properties.dita,191,any/emphasis,0.164,0.207,0.959,codeph,Cannot be used inside tables along with the border-collapse property set to collapse. Use [[border-collapse: separate]] to round the cell corners. It also has this effect on the background shape.
codeph,0.958,deep-chapter-scope-no-page-reset,topics/dcpp_parameters.dita,100,any/emphasis,0.633,0.304,0.958,codeph,"[[deep-chapter-scope-no-page-reset]] - Similar to deep-chapter-scope, but the page numbers do not reset at the start of each first-level topic (chapter). The generic cross reference links contain only the page number. This parameter value is only available for the transformation scenario."
codeph,0.958,yes,topics/add-watermark-xhtml-output.dita,33,any/emphasis,0.261,0.342,0.958,codeph,Set the value of the args.copycss parameter to [[yes]].
codeph,0.958,pdf-css-html5,topics/ch_configure_to_obtain_pdf_from_dita.dita,28,any/emphasis,0.130,0.097,0.958,codeph,Run the publishing engine from a command line and make sure you specify the format to be [[pdf-css-html5]] and the path to your main DITA map. Specify additional parameters (such as args.css) if you want to customize the output. See the documentation for more information about customizing DITA output and accepted parameters.
codeph,0.958,-Dsun.java2d.pmoffscreen=false,topics/display-problems-linux.dita,15,codeph/flag,0.061,0.044,0.958,codeph,Add the following startup parameter: [[-Dsun.java2d.pmoffscreen=false]].
codeph,0.958,width,topics/ch_page_margin_boxes.dita,152,any/emphasis,0.120,0.227,0.958,codeph,The [[width]] property values must be set for all 3 at-rules when using fixed values (regardless if those values are relative or absolute).
codeph,0.958,Error 016 - Internal server error,topics/ofb-error-messages.dita,19,any/emphasis,0.215,0.160,0.958,codeph,"If you receive this message ([[Error 016 - Internal server error]]), contact the Oxygen Support Team from the Support Page."
codeph,0.958,assignUniqueIDs,topics/unique_attributes_recognizer.dita,22,codeph/identifier,0.157,0.204,0.958,codeph,"Automatic ID generation - You can automatically generate unique IDs for newly inserted elements. Implementations are already available for the DITA and DocBook frameworks. The following methods can be implemented to accomplish this: [[assignUniqueIDs]](int startOffset, int endOffset), isAutoIDGenerationActive()"
codeph,0.958,true,topics/whr-add-videos.dita,119,any/emphasis,0.183,0.110,0.958,codeph,"If you want the video to be allowed to play in full screen mode once the document is converted to XHTML output, also add an allowfullscreen parameter and set its value to [[true]]:<object outputclass=""iframe"" data=""https://www.youtube.com/embed/m_vv2s5Trn4""/> <param name=""allowfullscreen"" value=""true""/> </object>If you copy the embed code from the source and paste it into the Insert Media dialog b"
codeph,0.957,resolveReference,topics/dg-author-references-resolver.dita,83,codeph/identifier,0.087,0.179,0.957,codeph,"The method [[resolveReference]] resolves the reference of the node and returns a SAXSource with the parser and its input source. It takes AuthorNode as an argument that represents the node that needs the reference resolved, the systemID of the node, the AuthorAccess with access methods to the Author mode data model and a SAX EntityResolver that resolves resources that are already opened in another"
codeph,0.957,xs:dateTime,reusables/topics/reusables-editing-documents.dita,1751,codeph/qname,0.125,0.121,0.957,codeph,"Date - Default date and time formats from the local OS are accepted (such as short, medium, long, full, xs:date, and [[xs:dateTime]])."
codeph,0.957,doGet,topics/webapp-create-plugin-config-page.dita,56,codeph/identifier,0.128,0.188,0.957,codeph,"Optionally, if you need to override the [[doGet]] method, make sure it responds with the result of getOptionsForm for header Accept=text/html, and with the result of getOptionsJson when called with header Accept=application/json. Use the getOption or getDefaultOptions methods to access the current or default options."
codeph,0.957,deep-chapter-scope,topics/dcpp_parameters.dita,93,any/emphasis,0.446,0.151,0.957,codeph,"[[deep-chapter-scope]] - Similar to deep, but in addition, the page numbers, figures, and table numbers are reset at the start of each first-level topic (chapter). The table and figure titles (and the links to them) are prefixed with the chapter numbers. The generic cross reference links contain both the first-level topic (chapter) numbers and the page numbers to avoid ambiguity. This parameter va"
codeph,0.957,AuthorComponentSample.reconfigureActionsToolbar(),topics/author-component-plugins.dita,21,codeph/call,0.158,0.252,0.957,codeph,"In the class that instantiates the AuthorComponentFactory (for example the ro.sync.ecss.samples.AuthorComponentSample class), call the methods AuthorComponentFactory.getPluginToolbarCustomizers(), AuthorComponentFactory.getPluginViewCustomizers(), and AuthorComponentFactory.getMenubarCustomizers(), obtain the customizers that have been added by the plugins and call them to obtain the custom swing "
codeph,0.957,ro.sync.exml.workspace.api.PluginWorkspace,topics/api-faq-transform.dita,13,codeph/identifier,0.102,0.077,0.957,codeph,"The API class ro.sync.exml.workspace.api.util.XMLUtilAccess allows you to create an XSLT Transformer that implements the JAXP interface javax.xml.transform.Transformer. Then this type of transformer can be used to transform XML. Here's just an example of transforming when you have an AuthorAccess API available: InputSource is = new org.xml.sax.InputSource (URLUtil.correct(new File(""test/personal.x"
codeph,0.956,docbook4,topics/scripting_oxygen_batch_converter.dita,70,any/emphasis,0.259,0.132,0.956,codeph,"The format of the output files. The possible values are: xhtml, dita, [[docbook4]], docbook5, json, yaml, or xml."
codeph,0.956,aria-invalid,topics/whr-vpat.dita,753,any/emphasis,0.245,0.129,0.956,codeph,"If a search operation is performed leaving the search input empty, an error message is automatically displayed to the user, [[aria-invalid]] information is provided. || 3.3.1 Error Identification (Level A) Also applies to: Revised Section 508 501 (Web)(Software) 504.2 (Authoring Tool) 602.3 (Support Docs) | Partially Supports"
